ID	POS	Traditional
B2L06-II-14	N	社團
B2L06-II-15	N	活動
B2L06-II-16	Vs	失望
B2L06-II-17	Vs-sep	放心
B2L06-II-18	V	用
B2L06-II-19		首爾
B2L07-I-01	N	垃圾
B2L07-I-02	V	倒
B2L07-I-03	V	丟
B2L07-I-04	V	收
B2L07-I-05	Vst	以為
B2L07-I-06	V	回收
B2L07-I-07	N	規定
B2L07-I-08	Conj	要不然
B2L07-I-09	N	皮包
B2L07-I-10	Vi	跑
B2L07-I-11	V	追
B2L07-I-12	Vs	有趣
B2L07-I-13	Vs	不壞
B2L07-I-14		天天
B2L07-I-15		汽水罐
B2L07-I-16		紙杯
B2L07-I-17		放下
B2L07-I-18		走出來
B2L07-I-19		怎麼辦
B2L07-II-01	V	聊
B2L07-II-02	Adv	忽然
B2L07-II-03	N	聲音
B2L07-II-04	Vs	奇怪
B2L07-II-05	N	袋子
B2L07-II-06	M	輛
B2L07-II-07	Vs-attr	一定
B2L07-II-08	N	地點
B2L07-II-09	Prep	為了
B2L07-II-10	V	保護
B2L07-II-11	N	分類
B2L07-II-12	V	利用
B2L07-II-13	N	紙
B2L07-II-14	N	瓶子
B2L07-II-15	N	塑膠
B2L07-II-16	N	資源
B2L07-II-17	N	回收桶
B2L07-II-18	N	城市
B2L07-II-19		聽見
B2L07-II-20		開過來
B2L07-II-21		走過去
B2L07-II-22		丟進去
B2L07-II-23		路上
B2L08-I-01	N	功夫
B2L08-I-02	V	叫
B2L08-I-03	Ptc	見
B2L08-I-04	V	推
B2L08-I-05	N	體育館
B2L08-I-06	N	太極拳
B2L08-I-07	N	師父
B2L08-I-08	N	天分
B2L08-I-09	Vpt	懂
B2L08-I-10	Vp	起來
B2L08-I-11	N	動作
B2L08-I-12	Vs	輕
B2L08-I-13	N	腿
B2L08-I-14	Ptc	了
B2L08-I-15	Ptc	下去
B2L08-I-16	N	興趣
B2L08-I-17	V	借
B2L08-I-18		有天分
B2L08-I-19		學會
B2L08-I-20		起不來
B2L08-I-21		走不了路
B2L08-II-01	N	好處
B2L08-II-02	Vi	抱怨
B2L08-II-03	N	公尺
B2L08-II-04	Adv	總是
B2L08-II-05	Ptc	完
B2L08-II-06	N	體力
B2L08-II-07	N	整天
B2L08-II-08	N	精神
B2L08-II-09	Adv	本來
B2L08-II-10	Vaux	可能
B2L08-II-11	V	回
B2L08-II-12	V	影響
B2L08-II-13	N	身體
B2L08-II-14	N	練
B2L08-II-15		想起
B2L09-I-01	N	春假
B2L09-I-02	Ptc	好
B2L09-I-03	Ptc	到
B2L09-I-04	N	特色
B2L09-I-05	Vs-pred	夠
B2L09-I-06	N	顏色
B2L09-I-07	N	廟
B2L09-I-08	Vst	像
B2L09-I-09	N	教堂
B2L09-I-10	N	南部
B2L09-I-11	V-sep	潛水
B2L09-I-12	Det	各
B2L09-I-13	N	魚
B2L09-I-14	Vs	酸
B2L09-I-15	N	檸檬
B2L09-I-16	N	味道
B2L09-I-17		泰國
B2L09-I-18		比起來
B2L09-I-19		極了
B2L09-I-20		忘不了
B2L09-II-01	N	鄉下
B2L09-II-02	N	氣氛
B2L09-II-03	N	鎮
B2L09-II-04	Vs	不同
B2L09-II-05	N	現代
B2L09-II-06	N	公寓
B2L09-II-07	N	馬路
B2L09-II-08	Vs	寬
B2L09-II-09	N	汽車
B2L09-II-10	N	建築
B2L09-II-11	Vs	老
B2L09-II-12	M	層
B2L09-II-13	N	北部
B2L09-II-14	Vs	熱情
B2L09-II-15	Vs	擠
B2L09-II-16	N	飲料
B2L09-II-17		巴黎
B2L09-II-18		高雄市
B2L09-II-19		中南部
B2L09-II-20		買得起
B2L09-II-21		百貨公司
B2L09-II-22		越來越
B2L10-I-01		馬丁
B2L10-I-02	V	包
B2L10-I-03	N	餃子
B2L10-I-04	V	脫
B2L10-I-05	N	鞋
B2L10-I-06	V	關
B2L10-I-07	N	門
B2L10-I-08	N	春捲
B2L10-I-09	N	泡菜
B2L10-I-10	N	飯廳
B2L10-I-11	Ptc	下
B2L10-I-12	V	洗
B2L10-I-13	V-sep	做菜
B2L10-I-14	N	水餃
B2L10-I-15	V	煮
B2L10-I-16	Vp	壞
B2L10-I-17	Vp	破
B2L10-I-18	N	餡兒
B2L10-I-19	Vs	扁
B2L10-I-20	N	材料
B2L10-I-21	M	道
B2L10-I-22	Vs	飽
B2L10-I-23	Vp	光
B2L10-I-24	N	鍋子
B2L10-I-25	N	筷子
B2L10-I-26	N	碗
B2L10-I-27		韓國
B2L10-I-28		看不出來
B2L10-I-29		酸辣湯
B2L10-II-01	N	學期
B2L10-II-02	Prep	趁
B2L10-II-03	N	皮
B2L10-II-04	V	嚐
B2L10-II-05	N	大白菜
B2L10-II-06	V	加
B2L10-II-07	N	鹽
B2L10-II-08	V	拌
B2L10-II-09	N	辣椒
B2L10-II-10	N	調味料
B2L10-II-11	V	裝
B2L10-II-12	N	玻璃
B2L10-II-13	N	壽司
B2L10-II-14	Vst	像
B2L10-II-15	N	食物
B2L10-II-16		做起來
B2L11-I-01	Det	其他
B2L11-I-02	N	假期
B2L11-I-03	N	溫泉
B2L11-I-04	V	建議
B2L11-I-05	N	票
B2L11-I-06	V	考慮
B2L11-I-07	Adv	順便
B2L11-I-08	N	湖
B2L11-I-09	N	原住民
B2L11-I-10	M	趟
B2L11-I-11	Adv	後來
B2L11-I-12	V	注意
B2L11-I-13	N	沙灘
B2L11-I-14	N	錢包
B2L11-I-15	Vp	不見
B2L11-I-16	Ptc	被
B2L11-I-17	V	偷
B2L11-I-18	Vs	安全
B2L11-I-19	Vs	值得
B2L11-I-20		墾丁
B2L11-I-21		台中
B2L11-I-22		日月潭
B2L11-I-23		水上活動
B2L11-I-24		風景區
B2L11-II-01	Adv	又
B2L11-II-02	M	遍
B2L11-II-03	N	民宿
B2L11-II-04	N	運氣
B2L11-II-05	N	摩托車
B2L11-II-06	N	熱帶
B2L11-II-07	N	植物
B2L11-II-08	Vs-attr	所有
B2L11-II-09	N	白天
B2L11-II-10	Vi	躺
B2L11-II-11	N	黃昏
B2L11-II-12	M	條
B2L11-II-13	N	街
B2L11-II-14	N	啤酒
B2L11-II-15	Ptc	上
B2L11-II-16	Conj	又
B2L11-II-17	Vs	浪漫
B2L11-II-18	N	家鄉
B2L11-II-19		觀光客
B2L11-II-20		曬太陽
B2L11-II-21		水上摩托車
B2L11-II-22		愛上
B2L12-I-01	Adv	新
B2L12-I-02	V	開
B2L12-I-03	N	素食
B2L12-I-04	N	速食
B2L12-I-05	Vp	錯
B2L12-I-06	N	肉
B2L12-I-07	Ptc	欸
B2L12-I-08	V	讓
B2L12-I-09	V-sep	吃素
B2L12-I-10	N	漢堡
B2L12-I-11	Vp	變
B2L12-I-12	Vs	胖
B2L12-I-13	N	素菜
B2L12-I-14	Vs	油膩
B2L12-I-15	M	樣
B2L12-I-16	Vs	好奇
B2L12-I-17	N	女孩
B2L12-I-18	N	青菜
B2L12-I-19	Vs	瘦
B2L12-I-20	N	室友
B2L12-I-21	N	豬肉
B2L12-I-22	N	西方
B2L12-I-23	Adv	完全
B2L12-I-24	Vs	鹹
B2L12-I-25	V	炸
B2L12-I-26	V	烤
B2L12-I-27	N	沙拉
B2L12-I-28		麥當勞
B2L12-I-29		速食店
B2L12-II-01	Conj	只要
B2L12-II-02	Vst	討厭
B2L12-II-03	M	餐
B2L12-II-04	N	宗教
B2L12-II-05	N	關係
B2L12-II-06	N	薯條
B2L12-II-07	N	作法
B2L12-II-08	Adv	越
B2L12-II-09	Vs	簡單
B2L12-II-10	V	蒸
B2L12-II-11	Vs-attr	有機
B2L12-II-12	N	食品
B2L12-II-13	N	地球
B2L12-II-14	N	汙染
B2L12-II-15	Vs	嚴重
B2L12-II-16	N	衛生
B2L12-II-17	N	營養
B2L12-II-18		什麼的
B2L13-I-01		林愛麗
B2L13-I-02	Vp	掉
B2L13-I-03	V-sep	低頭
B2L13-I-04	V	傳
B2L13-I-05	Ptc	過
B2L13-I-06	N	簡訊
B2L13-I-07	N	功能
B2L13-I-08	Vs-sep	生氣
B2L13-I-09	V	叫
B2L13-I-10	V	罵
B2L13-I-11	N	健身房
B2L13-I-12	Ptc	啦
B2L13-I-13	V	查
B2L13-I-14	N	班機
B2L13-I-15	V-sep	訂位
B2L13-I-16	N	電
B2L13-I-17	V-sep	充電
B2L13-I-18	Vs	糊塗
B2L13-I-19	Ptc	喔
B2L13-I-20		義大利
B2L13-I-21		拿走
B2L13-I-22		撿到
B2L13-I-23		留下
B2L13-II-01	N	網路
B2L13-II-02	Vp	發生
B2L13-II-03	N	事情
B2L13-II-04	N	消息
B2L13-II-05	Prep	透過
B2L13-II-06	N	世界
B2L13-II-07	V	節省
B2L13-II-08	Vp-sep	起床
B2L13-II-09	V	檢查
B2L13-II-10	N	郵件
B2L13-II-11	Adv	立刻
B2L13-II-12	V	上傳
B2L13-II-13	Vs	正常
B2L13-II-14	V	談
B2L13-II-15		現代人
B2L13-II-16		比方說
B2L13-II-17		做到
B2L13-II-18		第一手
B2L13-II-19		急著
B2L13-II-20		打招呼
B2L13-II-21		面對面
B2L14-I-01	N	將來
B2L14-I-02	V	徵求
B2L14-I-03	N	教師
B2L14-I-04	Vst	認為
B2L14-I-05	Vp-sep	畢業
B2L14-I-06	V	發展
B2L14-I-07	Prep	連
B2L14-I-08	N	想法
B2L14-I-09	Conj	不但
B2L14-I-10	Vaux	繼續
B2L14-I-11	V	使用
B2L14-I-12	Vp	實現
B2L14-I-13	V	招待
B2L14-I-14	N	研究所
B2L14-I-15	Vi	聚
B2L14-I-16		香港
B2L14-I-17		上海
B2L14-I-18		說到
B2L14-I-19		念完
B2L14-I-20		分公司
B2L14-I-21		捨不得
B2L14-I-22		聚一聚
B2L14-II-01	Adv	當時
B2L14-II-02	N	聲調
B2L14-II-03	N	發音
B2L14-II-04	Vs	準
B2L14-II-05	N	企業
B2L14-II-06	N	管理
B2L14-II-07	N	系
B2L14-II-08	N	經濟
B2L14-II-09	N	幫助
B2L14-II-10	Vst	有關
B2L14-II-11	N	語法
B2L14-II-12	V	研究
B2L14-II-13	V-sep	教書
B2L14-II-14	N	方法
B2L14-II-15	N	目的
B2L14-II-16	Vs-attr	國際
B2L14-II-17	N	翻譯
B2L14-II-18	N	外交
B2L14-II-19	N	人員
B2L14-II-20	V	充實
B2L14-II-21	N	專業
B2L14-II-22	N	能力
B2L14-II-23		加拿大
B2L14-II-24		企業管理系
B2L14-II-24		企業管理系 (企管系)
B2L14-II-24		企業管理系 （企管系）
B2L14-II-24		企業管理系(企管系)
B2L14-II-24		企業管理系（企管系）
B2L14-II-25		國際關係
B2L15-I-01	N	春節
B2L15-I-02	N	伯伯
B2L15-I-03	N	年夜飯
B2L15-I-04	V	打擾
B2L15-I-05	N	女兒
B2L15-I-06	N	國外
B2L15-I-07	V-sep	圍爐
B2L15-I-08	N	意思
B2L15-I-09	N	全家
B2L15-I-10	N	孩子
B2L15-I-11	Vs	吉祥
B2L15-I-12	N	年紀
B2L15-I-13		過年
B2L15-I-14		除夕夜
B2L15-I-15		睡著
B2L15-I-16		壓歲錢
B2L15-I-17		恭喜發財
B2L15-I-18		好了
B2L15-II-01	N	節日
B2L15-II-02	V	打掃
B2L15-II-03	Conj	另外
B2L15-II-04	N	春聯
B2L15-II-05	N	除夕
B2L15-II-06	N	年糕
B2L15-II-07	N	橘子
B2L15-II-08	Vi	守歲
B2L15-II-09	N	說法
B2L15-II-10	Vs	晚
B2L15-II-11	Vs	活
B2L15-II-12	Vs	平安
B2L15-II-13	V-sep	出門
B2L15-II-14	V-sep	拜年
B2L15-II-15	Adv	又
B2L15-II-16	Ptc	起來
B2L15-II-17		華人
B2L15-II-18		貼上
B2L15-II-19		年年有餘
B2L15-II-20		步步高升
B2L15-II-21		大吉大利
B2L15-II-22		放鞭炮
B2L15-II-23		大年初一
B2L15-II-24		大年初五
B3L01-I-01		安德思
B3L01-I-02		羅珊蒂
B3L01-I-03		何雅婷
B3L01-I-04	Vp	開學
B3L01-I-05	N	班
B3L01-I-06	N	新生
B3L01-I-07	Vs	嚴
B3L01-I-08	N	口試
B3L01-I-09	N	筆試
B3L01-I-10	N	以外
B3L01-I-11	Vs-attr	口頭
B3L01-I-12	N	報告
B3L01-I-13	N	壓力
B3L01-I-14	N	說明
B3L01-I-15	Vs	清楚
B3L01-I-16	N	位子
B3L01-I-17	V	旁聽
B3L01-I-18	N	分
B3L01-I-19	Vst	羨慕
B3L01-I-20	Vp-sep	休學
B3L01-I-21	Vs	用功
B3L01-I-22	Vs	行
B3L01-I-23	V	轉
B3L01-I-24	Adv	原來
B3L01-I-25	N	會計
B3L01-I-26	Vs	熱門
B3L01-I-27	V-sep	熬夜
B3L01-I-28	V	當
B3L01-I-29	Adv	恐怕
B3L01-I-30	N	口才
B3L01-I-31	N	事
B3L01-I-32	Vp	遲到
B3L01-I-33		差一點
B3L01-I-34		這樣下去
B3L01-I-35		沒辦法
B3L01-II-01	N	獨生女
B3L01-II-02	Vs-attr	私立
B3L01-II-03	Vs	理想
B3L01-II-04	Vst	合
B3L01-II-05	Vs	痛苦
B3L01-II-06	N	科系
B3L01-II-07	V	放棄
B3L01-II-08	Conj	不管
B3L01-II-09	Vst	反對
B3L01-II-10	N	個性
B3L01-II-11	Vs	活潑
B3L01-II-12	N	外語
B3L01-II-13	Vst	擔心
B3L01-II-14	V	填
B3L01-II-15	N	表
B3L01-II-16	V	辦
B3L01-II-17	N	手續
B3L01-II-18	V	申請
B3L01-II-19	N	成績單
B3L01-II-20		考上
B3L01-II-21		推薦信
B3L02-I-01	Vp	起
B3L02-I-02	N	外套
B3L02-I-03	Adv	一般
B3L02-I-04	N	商品
B3L02-I-05	N	折扣
B3L02-I-06	V	省
B3L02-I-07	N	牌子
B3L02-I-08	N	品質
B3L02-I-08	N	品質（質量）
B3L02-I-09	N	選擇
B3L02-I-10	N	樣子
B3L02-I-11	V	摸
B3L02-I-12	N	店員
B3L02-I-13	Vs	短
B3L02-I-14	N	羊毛
B3L02-I-15	Vs	暖和
B3L02-I-16	V-sep	打折
B3L02-I-17	N	原價
B3L02-I-18	V-sep	刷卡
B3L02-I-19	N	現金
B3L02-I-20	V	麻煩
B3L02-I-21	V-sep	簽名
B3L02-I-22	Vp-sep	破洞
B3L02-I-23	N	發票
B3L02-I-24	V	弄
B3L02-I-25	V	退
B3L02-I-26	V	換
B3L02-I-27	N	店長
B3L02-I-28		週年慶
B3L02-I-29		一般來說
B3L02-I-30		試穿
B3L02-I-31		打完折
B3L02-I-32		弄丟
B3L02-II-01	Vi	購物
B3L02-II-02	N	糾紛
B3L02-II-03	N	電信
B3L02-II-04	N	門市
B3L02-II-05	N	居留證
B3L02-II-06	N	月租型
B3L02-II-07	N	帳單
B3L02-II-08	Adv	並
B3L02-II-09	V	包括
B3L02-II-10	N	解釋
B3L02-II-11	N	顧客
B3L02-II-12	Adv	尤其
B3L02-II-13	V	騙
B3L02-II-14	M	頓
B3L02-II-15	N	辦法
B3L02-II-16	Adv	自動
B3L02-II-17	Vp-sep	關機
B3L02-II-18	V	修理
B3L02-II-19	V-sep	繳費
B3L02-II-20		預付卡
B3L02-II-21		換成
B3L02-II-22		吃到飽
B3L02-II-23		嚇一跳
B3L02-II-24		客服中心
B3L03-I-01		陳敏萱
B3L03-I-02		高橋健太
B3L03-I-03	N	空氣
B3L03-I-04	N	影響
B3L03-I-05	Vs	穩定
B3L03-I-06	Adv	幸虧
B3L03-I-07	Vi	躲
B3L03-I-08	M	度
B3L03-I-09	N	溫度
B3L03-I-10	Vs-attr	零下
B3L03-I-11	Vst	感覺
B3L03-I-12	Vs	實際
B3L03-I-13	Adv	難怪
B3L03-I-14	N	季節
B3L03-I-15	N	火鍋
B3L03-I-16	N	海鮮
B3L03-I-17	Vs	新鮮
B3L03-I-18	N	櫻花
B3L03-I-19	N	變化
B3L03-I-20	N	氣溫
B3L03-I-21	Vst	差
B3L03-I-22	Adv	幾乎
B3L03-I-23	Vs	乾
B3L03-I-24	Vp-sep	發霉
B3L03-I-25	N	除濕機
B3L03-I-26	N	雨季
B3L03-I-27	Vs	涼快
B3L03-I-28	Vs	潮濕
B3L03-I-29	Vs	悶
B3L03-I-30	N	冷氣
B3L03-I-31		荷蘭
B3L03-I-32		出大太陽
B3L03-I-33		颳風
B3L03-I-34		受到
B3L03-I-35		受不了
B3L03-I-36		餓死了
B3L03-I-37		後母臉
B3L03-II-01	N	祖先
B3L03-II-02	Vi	移民
B3L03-II-03	N	當中
B3L03-II-04	Prep	根據
B3L03-II-05	N	農曆
B3L03-II-06	N	農業
B3L03-II-07	N	農人
B3L03-II-08	Vs	難得
B3L03-II-09	Vi	祭祖
B3L03-II-10	V	拜
B3L03-II-11	N	神
B3L03-II-12	Vi	拜拜
B3L03-II-13	N	蚊蟲
B3L03-II-14	V	戴
B3L03-II-15	N	香包
B3L03-II-16	V	掛
B3L03-II-17	N	瘟疫
B3L03-II-18	N	做法
B3L03-II-19	Adv	多少
B3L03-II-20	N	作用
B3L03-II-21	N	迷信
B3L03-II-22	N	收成
B3L03-II-23	N	民族
B3L03-II-24	N	月亮
B3L03-II-25	Vs	圓
B3L03-II-26	N	社會
B3L03-II-27	Vi	團聚
B3L03-II-28	N	月餅
B3L03-II-29	N	柚子
B3L03-II-30	N	故事
B3L03-II-31	Vs	溫馨
B3L03-II-32		端午節
B3L03-II-33		中秋節
B3L03-II-34		雄黃酒
B3L03-II-35		古時候
B3L03-II-36		趕走
B3L03-II-37		過節
B3L04-I-01	Vst	愛
B3L04-I-02	N	人情味
B3L04-I-03	V	放
B3L04-I-04	N	天燈
B3L04-I-05	N	願望
B3L04-I-06	N	訊號
B3L04-I-07	N	元宵
B3L04-I-08	N	牆
B3L04-I-09	N	耐心
B3L04-I-10	Vs	感動
B3L04-I-11	N	擔仔麵
B3L04-I-12	N	招牌
B3L04-I-13	Vs-attr	當地
B3L04-I-14	V	賺
B3L04-I-15	Adv	而
B3L04-I-16	V	交
B3L04-I-17	N	理想
B3L04-I-18	Adv	剛剛
B3L04-I-19	Adv	改天
B3L04-I-20	Vs	無聊
B3L04-I-21	N	東區
B3L04-I-22	N	煙火
B3L04-I-23	Vi	跨年
B3L04-I-24	N	種類
B3L04-I-25	N	價錢
B3L04-I-26	N	感覺
B3L04-I-27	N	雞排
B3L04-I-28	M	口
B3L04-I-29	N	紅茶
B3L04-I-30		平溪
B3L04-I-31		元宵節
B3L04-I-32		孔廟
B3L04-I-33		校外教學
B3L04-I-34		碰到
B3L04-I-35		水煎包
B3L04-II-01	N	同事
B3L04-II-02	N	美食
B3L04-II-03	V	上
B3L04-II-04	V	泡
B3L04-II-05	Vpt	錯過
B3L04-II-06	Vi	營業
B3L04-II-07	N	夜景
B3L04-II-08	Vs	古老
B3L04-II-09	N	古蹟
B3L04-II-10	Vst	重視
B3L04-II-11	N	歷史
B3L04-II-12	N	風俗
B3L04-II-13	N	習慣
B3L04-II-14	Vs	道地
B3L04-II-15	N	粥
B3L04-II-16	Vst	講究
B3L04-II-17	M	頓
B3L04-II-18	N	速度
B3L04-II-19	Vs	窄
B3L04-II-20	N	街道
B3L04-II-21	V	蓋
B3L04-II-22	Vi	待
B3L04-II-23	V	欣賞
B3L04-II-24	Vs	美麗
B3L04-II-25		鈴木
B3L04-II-26		赤崁樓
B3L04-II-27		留下來
B3L04-II-28		木造
B3L04-II-29		非去不可
B3L05-I-01	Vst	流行
B3L05-I-02	Ptc	唉
B3L05-I-03	N	演唱會
B3L05-I-04	Vs	塞車
B3L05-I-05	V-sep	上線
B3L05-I-06	Vp	成功
B3L05-I-07	Vs	倒楣
B3L05-I-08	N	樂團
B3L05-I-09	V	唱
B3L05-I-10	Vs	興奮
B3L05-I-11	Vst	迷
B3L05-I-12	N	歌詞
B3L05-I-13	Vs	難過
B3L05-I-14	Vst	不如
B3L05-I-15	N	現場
B3L05-I-16	Vi	跳
B3L05-I-17	Det	整
B3L05-I-18	Vi	震動
B3L05-I-19	N	漫畫
B3L05-I-20	N	內容
B3L05-I-21	Vs	色情
B3L05-I-22	Vst	放鬆
B3L05-I-23	N	心情
B3L05-I-24		五月天
B3L05-I-25		算了
B3L05-I-26		受歡迎
B3L05-I-27		擠滿
B3L05-I-28		租書店
B3L05-I-29		平板電腦
B3L05-I-30		智慧型手機
B3L05-I-31		殺時間
B3L05-I-32		漫畫展
B3L05-I-33		來不及
B3L05-II-01	Vs	撞衫
B3L05-II-02	N	它
B3L05-II-03	V	塞
B3L05-II-04	N	當季
B3L05-II-05	N	款式
B3L05-II-06	N	連續劇
B3L05-II-07	N	主角
B3L05-II-08	Vs	甜美
B3L05-II-09	V	寄
B3L05-II-10	Adv	居然
B3L05-II-11	V	害
B3L05-II-12	Conj	既然
B3L05-II-13	N	服裝
B3L05-II-14	N	媒體
B3L05-II-15	N	方式
B3L05-II-16	Vst	吸引
B3L05-II-17	V	避免
B3L05-II-18	N	包包
B3L05-II-19	N	商人
B3L05-II-20	N	產品
B3L05-II-21	N	電子
B3L05-II-22	N	市場
B3L05-II-23	Vs-attr	新型
B3L05-II-24	Vs	落伍
B3L05-II-25	N	知音
B3L05-II-26	V	想像
B3L05-II-27	N	喇叭褲
B3L05-II-28	N	印象
B3L05-II-29	N	遊戲
B3L05-II-30	V-sep	化妝
B3L05-II-31		一模一樣
B3L05-II-32		淺藍色
B3L05-II-33		脫掉
B3L05-II-34		小題大作
B3L05-II-35		推出
B3L06-I-01		李文彥
B3L06-I-02	N	表哥
B3L06-I-03	Adv	隨便
B3L06-I-04	V	種
B3L06-I-05	N	蔬菜
B3L06-I-06	N	農夫
B3L06-I-07	V	減少
B3L06-I-08	N	農藥
B3L06-I-09	Vs-attr	天然
B3L06-I-10	N	堆肥
B3L06-I-11	Vs	辛苦
B3L06-I-12	N	地位
B3L06-I-13	N	收入
B3L06-I-14	N	利潤
B3L06-I-15	N	屋子
B3L06-I-16	N	番茄
B3L06-I-17	N	品種
B3L06-I-18	N	氣候
B3L06-I-19	Vi	長
B3L06-I-20	Vp	熟
B3L06-I-21	M	片
B3L06-I-22	N	田
B3L06-I-23	V	照顧
B3L06-I-24	Vaux	敢
B3L06-I-25	N	條件
B3L06-I-26	Vp	黑
B3L06-I-27		摘下來
B3L06-I-28		做不動
B3L06-I-29		基因改造
B3L06-I-30		忙得過來
B3L06-I-31		開玩笑
B3L06-I-32		看天吃飯
B3L06-II-01	N	小農
B3L06-II-02	N	市集
B3L06-II-03	N	食材
B3L06-II-04	N	產地
B3L06-II-05	Adv	盡量
B3L06-II-06	Vs	友善
B3L06-II-07	V	對待
B3L06-II-08	N	土地
B3L06-II-09	Vst	信任
B3L06-II-10	Vst	寧可
B3L06-II-11	Vi	跑
B3L06-II-12	V	支持
B3L06-II-13	N	文章
B3L06-II-14	V	推銷
B3L06-II-15	N	其中
B3L06-II-16	N	師傅
B3L06-II-17	N	農村
B3L06-II-18	Vi	長大
B3L06-II-19	V	幫助
B3L06-II-20	V	拜訪
B3L06-II-21	V	出產
B3L06-II-22	Conj	由於
B3L06-II-23	Det	許多
B3L06-II-24	Vst	接近
B3L06-II-25	N	自然
B3L06-II-26	Vpt	變成
B3L06-II-27	Vs	休閒
B3L06-II-28	Prep	隨著
B3L06-II-29	Vi	觀光
B3L06-II-30	Vi	消費
B3L06-II-31	Vs	安靜
B3L06-II-32	Vp	消失
B3L06-II-33		出問題
B3L06-II-34		一方面
B3L07-I-01	Vs	親
B3L07-I-02	N	爺爺
B3L07-I-03	N	鄰居
B3L07-I-04	N	狗
B3L07-I-05	Vi	叫
B3L07-I-06	Ptc	嗯
B3L07-I-07	N	奶奶
B3L07-I-08	Vp	過世
B3L07-I-09	V	領養
B3L07-I-10	M	隻
B3L07-I-11	Vs	可愛
B3L07-I-12	Vs	孤單
B3L07-I-13	N	牠
B3L07-I-14	Vs	髒
B3L07-I-15	V-sep	洗澡
B3L07-I-16	V	養
B3L07-I-17	Adv	亂
B3L07-I-18	V	咬
B3L07-I-19	V	打
B3L07-I-20	Vp	分手
B3L07-I-21	Vs	緊張
B3L07-I-22	V	減輕
B3L07-I-23	V	送
B3L07-I-24	N	美容院
B3L07-I-25	N	推車
B3L07-I-26	N	主人
B3L07-I-27	Vi	相處
B3L07-I-28	V	生
B3L07-I-29	N	寵物
B3L07-I-30	Vs	單身
B3L07-I-31	N	醫院
B3L07-I-32	N	意見
B3L07-I-33	V	建立
B3L07-I-34	V-sep	散步
B3L07-I-35	N	家庭
B3L07-I-36	Vs-attr	真正
B3L07-I-37	N	幸福
B3L07-I-38		跌倒
B3L07-I-39		當成
B3L07-I-40		忍不住
B3L07-II-01	Vs-attr	多元
B3L07-II-02	N	阿姨
B3L07-II-03	N	先生
B3L07-II-04	V-sep	下班
B3L07-II-05	V	改
B3L07-II-06	N	公公
B3L07-II-07	Adv	全
B3L07-II-08	V	靠
B3L07-II-09	Vs-attr	單親
B3L07-II-10	N	貴族
B3L07-II-11	N	時代
B3L07-II-12	Vs	強
B3L07-II-13	V	追
B3L07-II-14	Vs	自由
B3L07-II-15	Vs	獨立
B3L07-II-16	V	安排
B3L07-II-17	Vst	享受
B3L07-II-18	N	身邊
B3L07-II-19	N	伴
B3L07-II-20	Vi	同居
B3L07-II-21	Vp	成家
B3L07-II-22	V	負擔
B3L07-II-23	V-sep	養家
B3L07-II-24	N	責任
B3L07-II-25	Vs	亂
B3L07-II-26	V	教養
B3L07-II-27	V	接受
B3L07-II-28	V	組成
B3L07-II-29	Vs	道德
B3L07-II-30	Conj	因此
B3L07-II-31	Vs	完整
B3L07-II-32		美真
B3L07-II-33		家華
B3L07-II-34		風雲人物
