ID	POS	Traditional
B3L07-II-35		下決心
B3L08-I-01	N	整夜
B3L08-I-02	V	開
B3L08-I-03	N	燈
B3L08-I-04	N	電玩
B3L08-I-05	N	球賽
B3L08-I-06	Vs	激動
B3L08-I-07	Vi	喊
B3L08-I-08	N	公職
B3L08-I-09	Adv	其實
B3L08-I-10	N	公務員
B3L08-I-11	Vs	煩
B3L08-I-12	Vs-sep	聽話
B3L08-I-13	N	失業率
B3L08-I-14	M	門
B3L08-I-15	V-sep	讀書
B3L08-I-16	N	學分
B3L08-I-17	V	修
B3L08-I-18	Vs	專心
B3L08-I-19	V-sep	修課
B3L08-I-20	N	輔系
B3L08-I-21	Vp	瘋
B3L08-I-22	Vs	誇張
B3L08-I-23	V	舉行
B3L08-I-24	Vs	遺憾
B3L08-I-25	N	兒子
B3L08-I-26	N	期望
B3L08-I-27	N	狀元
B3L08-I-28	Vs	努力
B3L08-I-29		怎麼回事
B3L08-I-30		大喊大叫
B3L08-I-31		期中考
B3L08-I-32		密集班
B3L08-I-33		畢業展
B3L08-I-34		服裝設計
B3L08-I-35		醫學系
B3L08-I-36		行行出狀元
B3L08-II-01	N	冠軍
B3L08-II-02	N	大賽
B3L08-II-03	Vpt	通過
B3L08-II-04	Vs-attr	高級
B3L08-II-05	N	碩士
B3L08-II-06	N	面試
B3L08-II-07	Adv	卻
B3L08-II-08	N	國中
B3L08-II-09	N	學歷
B3L08-II-10	V	拒絕
B3L08-II-11	Vpt	引起
B3L08-II-12	N	彈性
B3L08-II-13	V	改變
B3L08-II-14	N	制度
B3L08-II-15	N	基礎
B3L08-II-16	Vs	認真
B3L08-II-17	Vs	公平
B3L08-II-18	Vp	出生
B3L08-II-19	Vs	窮
B3L08-II-20	N	父親
B3L08-II-21	N	母親
B3L08-II-22	N	學徒
B3L08-II-23	Vs-sep	吃苦
B3L08-II-24	Vst	明白
B3L08-II-25	V-sep	當兵
B3L08-II-26	Vi	認字
B3L08-II-27	V	烘焙
B3L08-II-28	V	學習
B3L08-II-29	N	技術
B3L08-II-30	N	藝術
B3L08-II-31	Prep	經過
B3L08-II-32	Adv	終於
B3L08-II-33	N	億
B3L08-II-34	N	夢想
B3L08-II-35	Vpt	成為
B3L08-II-36	N	企業家
B3L08-II-37	N	分店
B3L08-II-38	N	原因
B3L08-II-39	V	錄取
B3L08-II-40	Vs	成功
B3L08-II-41	V	鼓勵
B3L08-II-42		吳寶春
B3L08-II-43		新加坡
B3L08-II-44		日文
B3L08-II-45		世界麵包大賽
B3L08-II-46		EMBA（高級管理人員 工商管理碩士）
B3L08-II-46		EMBA（高級管理人員工商管理碩士）
B3L08-II-46		高級管理人員工商管理碩士
B3L08-II-47		小時候
B3L08-II-48		大開眼界
B3L08-II-49		X 分之 Y
B3L08-II-49		X分之Y
B3L09-I-01	N	訂單
B3L09-I-02	N	客戶
B3L09-I-03	V	方便
B3L09-I-04	V	訂購
B3L09-I-05	V	成立
B3L09-I-06	N	假日
B3L09-I-07	V	販賣
B3L09-I-08	N	阿嬤
B3L09-I-09	N	中間商
B3L09-I-10	V	經營
B3L09-I-11	Vi	宅配
B3L09-I-12	V	下
B3L09-I-13	Adv	既
B3L09-I-14	Adv	隨時
B3L09-I-15	V	搜尋
B3L09-I-16	N	冰箱
B3L09-I-17	Vs-sep	吃虧
B3L09-I-18	V-sep	比價
B3L09-I-19	N	風險
B3L09-I-20	N	賣家
B3L09-I-21	Vaux	必須
B3L09-I-22	N	信用
B3L09-I-23	Conj	萬一
B3L09-I-24	Vst	滿意
B3L09-I-25	N	以內
B3L09-I-26	Vs	普遍
B3L09-I-27	V	選擇
B3L09-I-28		網購
B3L09-I-29		貨比三家不吃虧
B3L09-I-30		兩成
B3L09-II-01	N	鳳梨
B3L09-II-02	N	農產品
B3L09-II-03	V	出口
B3L09-II-04	Adv	曾經
B3L09-II-05	Vst	占
B3L09-II-06	N	成本
B3L09-II-07	N	價格
B3L09-II-08	Vi	競爭
B3L09-II-09	N	好運
B3L09-II-10	N	內餡
B3L09-II-11	V	當做
B3L09-II-12	N	喜餅
B3L09-II-13	Vst	喜愛
B3L09-II-14	N	茶點
B3L09-II-15	N	商機
B3L09-II-16	V	代表
B3L09-II-17	N	政府
B3L09-II-18	V	舉辦
B3L09-II-19	N	產值
B3L09-II-20	V	提高
B3L09-II-21	Vs	知名
B3L09-II-22	Vp	出現
B3L09-II-23	N	科技
B3L09-II-24		( 台 ) 斤
B3L09-II-24	M	(台)斤
B3L09-II-24	M	（台）斤
B3L09-II-25	N	叔叔
B3L09-II-26	N	口味
B3L09-II-27	Adv	結果
B3L09-II-28	V	購買
B3L09-II-29	V	改善
B3L09-II-30	Conj	並且
B3L09-II-31	V	行銷
B3L09-II-32	V	團購
B3L09-II-33	N	店面
B3L09-II-34	Det	全
B3L09-II-35		閩南語
B3L09-II-36		旺來
B3L09-II-37		東京
B3L09-II-38		鳳梨酥
B3L09-II-39		第二位
B3L09-II-40		鳳梨農
B3L10-I-01	V-sep	住院
B3L10-I-02	N	臉
B3L10-I-03	Vp-sep	受傷
B3L10-I-04	V	撞
B3L10-I-05	V	遵守
B3L10-I-06	N	規則
B3L10-I-07	V-sep	報警
B3L10-I-08	N	急診室
B3L10-I-09	N	傷
B3L10-I-10	Vp	骨折
B3L10-I-11	N	片子
B3L10-I-12	V-sep	開刀
B3L10-I-13	N	病人
B3L10-I-14	N	情況
B3L10-I-15	Vs	緊急
B3L10-I-16	N	病床
B3L10-I-17	Vs	要命
B3L10-I-18	V-sep	打針
B3L10-I-19	Vi	止痛
B3L10-I-20	N	手術
B3L10-I-21	N	警察
B3L10-I-22	N	危險
B3L10-I-23	Ptc	至於
B3L10-I-24	N	部位
B3L10-I-25	Vp	恢復
B3L10-I-26	N	傷口
B3L10-I-27	Ptc	哎呀
B3L10-I-28		出車禍
B3L10-I-29		趕時間
B3L10-I-30		撞倒
B3L10-I-31		救護車
B3L10-I-32		照 X 光
B3L10-I-32		照X光
B3L10-I-32		照Ｘ光
B3L10-I-33		動手術
B3L10-II-01	N	醫美
B3L10-II-02	Vs	合理
B3L10-II-03	V-sep	休假
B3L10-II-04	Vs	迷人
B3L10-II-05	N	職場
B3L10-II-06	N	競爭力
B3L10-II-07	N	調查
B3L10-II-08	V-sep	整型
B3L10-II-09	V	增加
B3L10-II-10	N	自信
B3L10-II-11	N	外表
B3L10-II-12	Vs	普通
B3L10-II-13	V	從事
B3L10-II-14	V	醫治
B3L10-II-15	Adv	一向
B3L10-II-16	Vs-attr	一般
B3L10-II-17	Vs-attr	主要
B3L10-II-18	N	待遇
B3L10-II-19	Vs-attr	公立
B3L10-II-20	N	外科
B3L10-II-21	Vpt	超過
B3L10-II-22	M	倍
B3L10-II-23	Det	另
B3L10-II-24	N	價值觀
B3L10-II-25	Vst	尊敬
B3L10-II-26	V	告
B3L10-II-27	Adv	平均
B3L10-II-28	N	醫療
B3L10-II-29	V	怪
B3L10-II-30		愛林
B3L10-II-31		微整型
B3L10-II-31		微整形
B3L10-II-32		數一數二
B3L10-II-33		人際關係
B3L10-II-34		動不動就
B3L10-II-35		找回
B3L11-I-01	V	建
B3L11-I-02	V	重建
B3L11-I-03	Adv	到底
B3L11-I-04	N	世紀
B3L11-I-05	N	貿易
B3L11-I-06	N	商業
B3L11-I-07	N	利益
B3L11-I-08	V	派
B3L11-I-09	N	軍隊
B3L11-I-10	V	燒
B3L11-I-11	N	城牆
B3L11-I-12	N	頭髮
B3L11-I-13	Adv	甚至
B3L11-I-14	V-sep	打仗
B3L11-I-15	N	少數
B3L11-I-16	V	開墾
B3L11-I-17	N	將軍
B3L11-I-18	N	軍人
B3L11-I-19	N	平原
B3L11-I-20	N	人口
B3L11-I-21	N	血統
B3L11-I-22	Ptc	嘍
B3L11-I-23	N	孫子
B3L11-I-24	N	領土
B3L11-I-25	N	男性
B3L11-I-26	V	禁止
B3L11-I-27	V	娶
B3L11-I-28	Vst	相信
B3L11-I-29	Vs	精彩
B3L11-I-30		紅毛城
B3L11-I-31		東方
B3L11-I-32		淡水
B3L11-I-33		漢人
B3L11-I-34		鄭成功
B3L11-I-35		明朝
B3L11-I-36		中南美洲
B3L11-I-37		清朝
B3L11-I-38		大清帝國
B3L11-I-39		輪到
B3L11-I-40		十七世紀初
B3L11-I-41		打敗
B3L11-I-42		十七世紀末
B3L11-II-01	N	餐桌
B3L11-II-02	N	中式
B3L11-II-03	M	套
B3L11-II-04	N	燒餅
B3L11-II-05	N	油條
B3L11-II-06	N	飯糰
B3L11-II-07	N	豆漿
B3L11-II-08	N	內戰
B3L11-II-09	N	人民
B3L11-II-10	N	攤子
B3L11-II-11	N	菜單
B3L11-II-12	N	蘿蔔
B3L11-II-13	Adv	接著
B3L11-II-14	N	戰爭
B3L11-II-15	Vs	不斷
B3L11-II-16	Vi	遷移
B3L11-II-17	Adv	多半
B3L11-II-18	Vs	困難
B3L11-II-19	Vs	節儉
B3L11-II-20	N	主婦
B3L11-II-21	V	煎
B3L11-II-22	N	菜色
B3L11-II-23	Conj	以及
B3L11-II-24	Vs	美味
B3L11-II-25	N	點心
B3L11-II-26	N	日式
B3L11-II-27	N	飲食
B3L11-II-28	Vs	深
B3L11-II-29		蔣介石
B3L11-II-30		國共內戰
B3L11-II-31		客家人
B3L11-II-32		閩南人
B3L11-II-33		蛋餅
B3L11-II-34		打輸
B3L11-II-35		擺攤子
B3L11-II-36		蘿蔔糕
B3L11-II-37		烹飪課
B3L11-II-38		曬乾
B3L11-II-39		各種各樣
B3L11-II-40		殖民統治
B3L11-II-41		味噌湯
B3L11-II-42		蘿蔔乾
B3L11-II-43		進一步
B3L12-I-01	V-sep	投票
B3L12-I-02	Vs	抱歉
B3L12-I-03	N	表妹
B3L12-I-04	Vs-attr	反核
B3L12-I-05	N	遊行
B3L12-I-06	N	政治
B3L12-I-07	Vst	熱衷
B3L12-I-08	N	前途
B3L12-I-09	V	勸
B3L12-I-10	Ptc	而已
B3L12-I-11	Vs	民主
B3L12-I-12	V	表達
B3L12-I-13	Vs-attr	公共
B3L12-I-14	N	議題
B3L12-I-15	N	核能
B3L12-I-16	N	電廠
B3L12-I-17	Prep	由
B3L12-I-18	N	專家
B3L12-I-19	Adv	全面
B3L12-I-20	N	民意
B3L12-I-21	N	代表
B3L12-I-22	V	處理
B3L12-I-23	N	政黨
B3L12-I-24	Adv	難道
B3L12-I-25	Vpt	滿
B3L12-I-26	N	憲法
B3L12-I-27	N	投票權
B3L12-I-28	N	選舉
B3L12-I-29	N	權利
B3L12-I-30	V	表示
B3L12-I-31	Vpt	反映
B3L12-I-32	Prep	為
B3L12-I-33	V	服務
B3L12-I-34	N	職位
B3L12-I-35	N	任期
B3L12-I-36	N	選民
B3L12-I-37	Vs	完美
B3L12-I-38	Vs	積極
B3L12-I-39	Vs-attr	最佳
B3L12-I-40	N	推銷員
B3L12-I-41		有道理
B3L12-I-42		候選人
B3L12-II-01	N	學術界
B3L12-II-02	Vi	從政
B3L12-II-03	N	政策
B3L12-II-04	Vs	安定
B3L12-II-05	Vp	辭
B3L12-II-06	N	頭腦
B3L12-II-07	N	改革
B3L12-II-08	N	看法
B3L12-II-09	N	教育
B3L12-II-10	N	方面
B3L12-II-11	V	得到
B3L12-II-12	V	連任
B3L12-II-13	M	屆
B3L12-II-14	N	支持度
B3L12-II-15	Vp	落選
B3L12-II-16	N	得票率
B3L12-II-17	N	預期
B3L12-II-18	Adv	暫時
B3L12-II-19	N	老家
B3L12-II-20	N	形象
B3L12-II-21	V	商量
B3L12-II-22	N	人脈
B3L12-II-23	N	弱勢
B3L12-II-24	Vp	退休
B3L12-II-25	N	事業
B3L12-II-26	V	捐
B3L12-II-27	Adv	義務
B3L12-II-28	N	經費
B3L12-II-29	V	競選
B3L12-II-30	Adv	也許
B3L12-II-31	N	政治界
B3L12-II-32	N	權力
B3L12-II-33		辭掉
B3L12-II-34		提出
B3L12-II-35		國民年金
B3L12-II-36		中間選民
B3L12-II-37		一陣子
B3L12-II-38		下一步
B3L12-II-39		盡可能
B3L12-II-40		出版社
B3L12-II-41		捐出
B3L12-II-42		二手書
B4L01-I-01		小玲
B4L01-I-02		阿建
B4L01-I-03	N	聊天室
B4L01-I-04	N	上班族
B4L01-I-05	Conj	與其
B4L01-I-06	Vs	冷清
B4L01-I-07	Vi	高就
B4L01-I-08	N	部門
B4L01-I-09	Vs	厲害
B4L01-I-10	V-sep	加班
B4L01-I-11	M	類
B4L01-I-12	N	恐怖片
B4L01-I-13	N	愛情片
B4L01-I-14	Vp	嚇
B4L01-I-15	V	哭
B4L01-I-16	Vp	上癮
B4L01-I-17	Vs	刺激
B4L01-I-18	Adv	簡直
B4L01-I-19	N	膽子
B4L01-I-20	M	部
B4L01-I-21	N	限制級
B4L01-I-22	N	電影院
B4L01-I-23	Ptc	呃
B4L01-I-24		建設公司
B4L01-I-25		業務經理
B4L01-I-26		室內設計
B4L01-II-01	Vs	溫暖
B4L01-II-02	Adv	目前
B4L01-II-03	M	所
B4L01-II-04	Vi	就讀
B4L01-II-05	Adv	不至於
B4L01-II-06	Conj	但
B4L01-II-07	Vp	放學
B4L01-II-08	N	後
B4L01-II-09	V	解決
B4L01-II-10	Vs	寂寞
B4L01-II-11	N	網友
B4L01-II-12	V	陪伴
B4L01-II-13	N	電腦
B4L01-II-14	V	進入
B4L01-II-15	N	線上
B4L01-II-16	N	感情
B4L01-II-17	Vs	小氣
B4L01-II-18	N	時
B4L01-II-19	Adv	往往
B4L01-II-20	Vi	打氣
B4L01-II-21	V	安慰
B4L01-II-22	N	心裡
B4L01-II-23	Vs	大膽
B4L01-II-24	V	紓解
B4L01-II-25	V	轉換
B4L01-II-26	Vs-attr	虛擬
B4L01-II-27	Vs	現實
B4L01-II-28	N	心理
B4L01-II-29	Conj	即使
B4L01-II-30	V	責備
B4L01-II-31	N	期待
B4L01-II-32	V-sep	喘氣
B4L01-II-33	Vs	自在
B4L01-II-34	Vi	交友
B4L01-II-35	N	暴力
B4L01-II-36	V	點
B4L01-II-37	Vst	懂得
B4L01-II-38	N	陷阱
B4L01-II-39		明星高中
B4L01-II-40		早出晚歸
B4L01-II-40		造出晚歸
B4L01-II-41		打開
B4L01-II-42		喘不過氣
B4L01-II-43		躲進
B4L01-II-44		掉進
B4L02-I-01		李雲真
B4L02-I-02	N	眼睛
B4L02-I-03	N	耳朵
B4L02-I-04	N	饗宴
B4L02-I-05	V	打扮
B4L02-I-06	N	音樂廳
B4L02-I-07	N/V	表演
B4L02-I-08	Vs	整齊
B4L02-I-09	N	穿著
B4L02-I-10	Vs-sep	丟臉
B4L02-I-11	N	短褲
B4L02-I-12	N	涼鞋
B4L02-I-13	V	擋
B4L02-I-14	N	演出者
B4L02-I-15	Vst	尊重
B4L02-I-16	N	社交
B4L02-I-17	Conj	免得
B4L02-I-18	N	中場
B4L02-I-19	Vs	準時
B4L02-I-20	N	禮貌
B4L02-I-21	Conj	或
B4L02-I-22	Vs	熟
B4L02-I-23	V	提
B4L02-I-24	Vi	咳嗽
B4L02-I-25	V	關
B4L02-I-26	Ptc	哇
B4L02-I-27	N	水準
B4L02-I-28	N	手冊
B4L02-I-29	N	洗手間
B4L02-I-30	V	提醒
B4L02-I-31	Vp	響
B4L02-I-32	Vs	糟
B4L02-I-33	Ptc	噓
B4L02-I-34		看不成
B4L02-I-35		聯絡感情
B4L02-I-36		擤鼻涕
B4L02-II-01	M	場
B4L02-II-02	V	強調
B4L02-II-03	N	團體
B4L02-II-04	Adv	千萬
B4L02-II-05	N	鋼琴
B4L02-II-06	N	小提琴
B4L02-II-07	Vs	古典
B4L02-II-08	N	畫家
B4L02-II-09	V/N	畫
B4L02-II-10	N	舞蹈
B4L02-II-11	N	文學
B4L02-II-12	N	繪畫
B4L02-II-13	Ptc	等
B4L02-II-14	N	寺廟
B4L02-II-15	V/N	表現
B4L02-II-16	Ptc	之
B4L02-II-17	N	劇情
B4L02-II-18	N	導演
B4L02-II-19	Ptc	所
B4L02-II-20	Vs	紅
B4L02-II-21	N	明星
B4L02-II-22	N	演技
B4L02-II-23	Vpt	得
B4L02-II-23	Vpt	得 (get)
B4L02-II-24	N	獎
B4L02-II-25	N	廣場
B4L02-II-26	Conj	或
B4L02-II-27	Adv	仔細
B4L02-II-28	Vst	留意
B4L02-II-29	Adv	處處
B4L02-II-30	Vst	滿足
B4L02-II-31	Vs	豐盛
B4L02-II-32		國家戲劇院
B4L02-II-33		雲門舞集
B4L02-II-34		國家音樂廳
B4L02-II-35		金馬影展
B4L02-II-36		現代舞
B4L02-II-37		無人不知 無人不曉
B4L02-II-37		無人不知無人不曉
B4L02-II-37		無人不知，無人不曉
B4L02-II-38		百聞不如一見
B4L02-II-39		老街
B4L02-II-40		街頭藝術
B4L02-II-41		裝置藝術
B4L02-II-42		填飽
B4L02-II-43		口腹之慾
B4L03-I-01		李文麗
B4L03-I-02	N	外婆
B4L03-I-03	N	女裝
B4L03-I-04	Adv	何必
B4L03-I-05	Vst	指
B4L03-I-06	Vs	划算
B4L03-I-07	N	身材
B4L03-I-08	N	模特兒
B4L03-I-09	Adv	不見得
B4L03-I-10	N	仿冒品
B4L03-I-11	N	瑕疵
B4L03-I-12	N	圖片
B4L03-I-13	N	落差
B4L03-I-14	V	提供
B4L03-I-15	N	資訊
B4L03-I-16	N	疑問
B4L03-I-17	Ptc	嘛
B4L03-I-18	Ptc	慣
B4L03-I-19	V	瀏覽
B4L03-I-20	Vs	後悔
B4L03-I-21	N	深夜
B4L03-I-22	Det	任何
B4L03-I-23	N	駭客
B4L03-I-24	V	盜用
B4L03-I-25	V/N	認證
B4L03-I-26	N	銀髮族
B4L03-I-27	N	從前
B4L03-I-28	Adv	通常
B4L03-I-29	V-sep	取貨
B4L03-I-30	V-sep	付款
B4L03-I-31		雲端科技
B4L03-I-32		宅經濟
B4L03-I-33		用不慣
B4L03-I-34		退換
B4L03-I-35		信用卡
B4L03-II-01	Vpt	縮短
B4L03-II-02	N	人們
B4L03-II-03	N	距離
B4L03-II-04	V	取代
B4L03-II-05	N	信
B4L03-II-06	N	影集
B4L03-II-07	V	取得
B4L03-II-08	Vst	例如
B4L03-II-09	N	民眾
B4L03-II-10	N	高速公路
B4L03-II-11	N	前
B4L03-II-12	V	查詢
B4L03-II-13	N	路況
B4L03-II-14	V	避開
B4L03-II-15	N	路段
B4L03-II-16	Conj	若
B4L03-II-17	V	運用
B4L03-II-18	N	病歷
B4L03-II-19	N	例子
B4L03-II-20	Adv	更加
B4L03-II-21	Adv	原本
B4L03-II-22	Vs	忙碌
B4L03-II-23	Adv	確實
B4L03-II-24	V	控制
B4L03-II-25	N	表弟
B4L03-II-26	Vp	退步
B4L03-II-27	Adv	過度
B4L03-II-28	Conj	與
B4L03-II-29	N	生理
B4L03-II-30	V	盯
B4L03-II-31	N	螢幕
B4L03-II-32	Vs	疲倦
B4L03-II-33	N	視力
B4L03-II-34	N	家長
B4L03-II-35	Conj	此外
B4L03-II-36	N	戶外
B4L03-II-37	N	人類
B4L03-II-38	Vs	正面
B4L03-II-39	Adv	同時
B4L03-II-40	Vs	負面
B4L03-II-41	Vs	沉迷
B4L03-II-42		無形中
B4L03-II-43		遠距教學
B4L03-II-44		大吵大鬧
B4L03-II-45		焦慮不安
B4L03-II-46		總而言之
B4L04-I-01	Vaux	該
B4L04-I-02	V	擺
B4L04-I-03	Adv	總算
B4L04-I-04	Ptc	欸
B4L04-I-05	Ptc	呀
B4L04-I-06	N	衣櫥
B4L04-I-07	N	梳妝台
B4L04-I-08	N	位置
B4L04-I-09	N	空間
B4L04-I-10	N	科學
B4L04-I-11	N	風水師
B4L04-I-12	Vs	在意
B4L04-I-13	V	所謂
B4L04-I-14	N	角度
B4L04-I-15	V	改造
B4L04-I-16	N	學問
B4L04-I-17	Vi	居住
B4L04-I-18	Vs-attr	日常
B4L04-I-19	N/V	布置
B4L04-I-20	Vs	凶猛
B4L04-I-21	N	動物
B4L04-I-22	N	刀
B4L04-I-23	N	劍
B4L04-I-24	N	脾氣
B4L04-I-25	Vs	暴躁
B4L04-I-26	Vs	衝動
B4L04-I-27	N	鏡子
B4L04-I-28	N	床腳
B4L04-I-29	Adv	光
B4L04-I-30	N	擺飾
B4L04-I-31	N	老婆
B4L04-I-32	M	把
B4L04-I-33	V	欺負
B4L04-I-34		風水學
B4L04-I-35		正對門
B4L04-I-36		譬如說
B4L04-I-37		一口氣
B4L04-I-38		死定了
B4L04-II-01	N	地理
B4L04-II-02	N	便利性
B4L04-II-03	N	周邊
B4L04-II-04	N	住宅
B4L04-II-05	N	詞
B4L04-II-06	N	西元
B4L04-II-07	V	推翻
B4L04-II-08	N	心中
B4L04-II-09	N	名言
B4L04-II-10	V	建造
B4L04-II-11	V	塑造
B4L04-II-12	N	命運
B4L04-II-13	N	本身
B4L04-II-14	N	地標
B4L04-II-15	V/N	參考
B4L04-II-16	N	外觀
B4L04-II-17	V	疊
B4L04-II-18	N	盆子
B4L04-II-19	Vs	斜
B4L04-II-20	N	牆面
B4L04-II-21	N	聚寶盆
B4L04-II-22	N	角
B4L04-II-23	N	龍
B4L04-II-24	Vs-attr	古
B4L04-II-25	N	錢幣
B4L04-II-26	N	屋頂
B4L04-II-27	N	龜
B4L04-II-28	Vi	招財
B4L04-II-29	N	側門
B4L04-II-30	N	遮雨棚
B4L04-II-31	N	如意
B4L04-II-32	N/V	設計
B4L04-II-33	Vs	偶然
B4L04-II-34		晉代
B4L04-II-35		郭璞
B4L04-II-36		英國
B4L04-II-37		邱吉爾
B4L04-II-38		信義路
B4L04-II-39		松智路
B4L04-II-40		一命二運三風水
B4L04-II-41		加起來
B4L04-II-42		咬錢龜
B4L04-II-43		十全十美
B4L05-I-01	N	夢
B4L05-I-02	V-sep	排隊
B4L05-I-03	N	校刊
B4L05-I-04	V	採訪
B4L05-I-05	N	校友
B4L05-I-06	N	博士
B4L05-I-07	N	學位
B4L05-I-08	V	考
B4L05-I-09	N	司機
B4L05-I-10	N	學士
B4L05-I-11	N	地攤
B4L05-I-12	N	現象
B4L05-I-13	Vs	稀奇
B4L05-I-14	V	搶
B4L05-I-15	V	批評
B4L05-I-16	Vst	浪費
B4L05-I-17	Adv	畢竟
B4L05-I-18	V	貢獻
B4L05-I-19	Adv	的確
B4L05-I-20	Adv	盲目
B4L05-I-21	Vi	升學
B4L05-I-22	V	逃避
B4L05-I-23	N/Vi	就業
B4L05-I-24	V	延後
B4L05-I-25	N	啃老族
B4L05-I-26	V-sep	收攤
B4L05-I-27		清潔隊員
B4L05-I-28		擺地攤
B4L05-I-29		大多數
B4L05-I-30		話說回來
B4L05-I-31		自食其力
B4L05-I-32		下一期
B4L05-II-01	M	段
B4L05-II-02	N	物價
B4L05-II-03	Vp	上漲
B4L05-II-04	N	所得
B4L05-II-05	Vp	漲
B4L05-II-06	Adv	勉強
B4L05-II-07	Adv	根本
B4L05-II-08	N	組織
B4L05-II-09	V	抗議
B4L05-II-10	N	地價
B4L05-II-11	N	房價
B4L05-II-12	Vs	高漲
B4L05-II-13	Vpt	造成
B4L05-II-14	N	統計
B4L05-II-15	Vs	窮忙
B4L05-II-16	N	全球
B4L05-II-17	Vs	景氣
B4L05-II-18	V	施行
B4L05-II-19	N	薪資
B4L05-II-20	N	多年
B4L05-II-21	Adv	未
B4L05-II-22	V	調高
B4L05-II-23	Vi	裁員
B4L05-II-24	V	觀察
B4L05-II-25	N	彩券
B4L05-II-26	Vp-sep	中獎
B4L05-II-27	V-sep	做夢
B4L05-II-28	Vp-sep	發財
B4L05-II-29	N	臉色
B4L05-II-30	N	報導
B4L05-II-31	V	指出
B4L05-II-32	Vi	創業
B4L05-II-33	N	餐飲業
B4L05-II-34	N	人生
B4L05-II-35	Conj	及
B4L05-II-36	N	挑戰
B4L05-II-37	V	培養
B4L05-II-38	N	實力
B4L05-II-39	V	等待
B4L05-II-40	Vst	擁有
B4L05-II-41		中國大陸
B4L05-II-42		存不了
B4L05-II-43		無殼蝸牛
B4L05-II-44		貧富不均
B4L05-II-45		苦哈哈
B4L05-II-46		另謀發展
B4L05-II-47		恨不得
B4L05-II-48		一夜致富
B4L05-II-49		一片天
B4L06-I-01		高來恩
B4L06-I-02	N	地震
B4L06-I-03	Vp	搖
B4L06-I-04	Vs	厲害
B4L06-I-05	Adv	經常
B4L06-I-06	Vp	倒
B4L06-I-07	N	橋
B4L06-I-08	Vp	斷
B4L06-I-09	Adv	多
B4L06-I-10	N	地區
B4L06-I-11	Vs	強烈
B4L06-I-12	N	頻率
B4L06-I-13	V	預測
B4L06-I-14	N	徵兆
B4L06-I-15	N	鳥類
B4L06-I-16	N	雞
B4L06-I-17	Adv	預先
B4L06-I-18	N	老鼠
B4L06-I-19	N	貓
B4L06-I-20	N	馬
B4L06-I-21	V	證實
B4L06-I-22	Vi	應變
B4L06-I-23	Adv	隨手
B4L06-I-24	Adv	白
B4L06-I-25	Vst	嫌
B4L06-I-26	Adv	事前
B4L06-I-27	Adv	總是
B4L06-I-28		西歐
B4L06-I-29		北歐
B4L06-I-30		中歐
B4L06-I-31		澳洲
B4L06-I-32		南美洲
B4L06-I-33		地球科學
B4L06-I-34		菲律賓
B4L06-I-35		天搖地動
B4L06-I-36		壓死
B4L06-I-37		災情慘重
B4L06-I-38		東半部
B4L06-I-39		地震帶
B4L06-I-40		救生包
B4L06-I-41		有備無患
B4L06-II-01	Adv	如何
B4L06-II-02	Vi	逃生
B4L06-II-03	Vs	發達
B4L06-II-04	N	天災
B4L06-II-05	N	災害
B4L06-II-06	N	程度
B4L06-II-07	Adv	首先
B4L06-II-08	Adv	其次
