ID	POS	Traditional
B6L03-I-0-01	Id	前所未有
B6L03-I-0-02	Adv	盡情
B6L03-I-0-03	Vi	揮灑
B6L03-I-01	N	舞蹈家
B6L03-I-02	V	描述
B6L03-I-03	N	舞者
B6L03-I-04	N	舞台
B6L03-I-05	N	舞碼
B6L03-I-06	N	傳人
B6L03-I-07	N	芭蕾
B6L03-I-08	Vp	及格
B6L03-I-09	N	滿分
B6L03-I-10	Id	眾所皆知
B6L03-I-11	N	大師
B6L03-I-12	Adv	特地
B6L03-I-13	V	解散
B6L03-I-14	N	舞團
B6L03-I-15	N	邀約
B6L03-I-16	V	培訓
B6L03-I-17	Vst	無
B6L03-I-18	V	傳承
B6L03-I-19	V	邀請
B6L03-I-20	N	編舞家
B6L03-I-21	Id	量身打造
B6L03-I-22	N	舞目
B6L03-I-23	N	首席
B6L03-I-24	N	舞星
B6L03-I-25	V	會
B6L03-I-26	N	心血
B6L03-I-27	Vpt	化為
B6L03-I-28	N	作品
B6L03-I-29	N	規劃
B6L03-I-30	N	舞曲
B6L03-I-31	N	民俗
B6L03-I-32	N	生平
B6L03-I-33	Adv	不得不
B6L03-I-34	Ph	硬著頭皮
B6L03-I-35	Vi	灑落
B6L03-I-36	N	剎那
B6L03-I-37	Vst	感到
B6L03-I-38	N	存在感
B6L03-I-39	V	報考
B6L03-I-40	N	民族舞
B6L03-I-41	Adv	終
B6L03-I-42	N	上帝
B6L03-I-43	Vst	疼愛
B6L03-I-T-01		生身不息
B6L03-I-T-02		許芳宜
B6L03-I-T-03		勞勃阿特曼
B6L03-I-T-03		勞勃．阿特曼
B6L03-I-T-04		舞動世紀
B6L03-I-T-04		舞動實際
B6L03-I-T-05		瑪莎葛蘭姆
B6L03-I-T-05		瑪莎．葛蘭姆
B6L03-I-T-06		倫敦
B6L03-I-T-07		阿喀郎汗
B6L03-I-T-07		阿喀郎．汗
B6L03-I-T-08		克理斯多福惠爾敦
B6L03-I-T-08		克理斯多福．惠爾敦
B6L03-I-T-09		紐約市立芭蕾舞團
B6L03-I-T-10		溫蒂威倫
B6L03-I-T-10		溫蒂．威倫
B6L03-I-T-11		華岡藝校
B6L03-II-01	Adv	從(來)
B6L03-II-01	Adv	從（來）
B6L03-II-02	Adv	不間斷(地)
B6L03-II-02	Adv	不間斷（地）
B6L03-II-03	V	保送
B6L03-II-04	M	扇
B6L03-II-05	N	貴人
B6L03-II-06	Adv	一眼
B6L03-II-07	Vp	發覺
B6L03-II-08	N	才華
B6L03-II-09	Id	痛哭流涕
B6L03-II-10	N	輩子
B6L03-II-11	Adv	公開
B6L03-II-12	V	稱讚
B6L03-II-13	Ph	下定決心
B6L03-II-14	N	海綿
B6L03-II-15	V	吸收
B6L03-II-16	Adv	隻身
B6L03-II-17	N	術科
B6L03-II-18	V-sep	跳舞
B6L03-II-19	Det	其餘
B6L03-II-20	N	學科
B6L03-II-21	Prep	憑
B6L03-II-22	N	毅力
B6L03-II-23	V	克服
B6L03-II-24	Ph	語言翻譯機
B6L03-II-25	M	種種
B6L03-II-26	N	瞬間
B6L03-II-27		加諸(在)
B6L03-II-27	V	加諸(在)
B6L03-II-27	V	加諸（在）
B6L03-II-28	Ph	沖昏頭
B6L03-II-29	N	評論
B6L03-II-30	N	天堂
B6L03-II-31	N	地獄
B6L03-II-32	Id	戰戰兢兢
B6L03-II-33	Vst	當作
B6L03-II-34	N	肯定
B6L03-II-35	Adv	再次
B6L03-II-36	Adv	何嘗
B6L03-II-37	Adv	不自覺
B6L03-II-38	N	體內
B6L03-II-39	Vi	散
B6L03-II-40	Vs	熟悉
B6L03-II-41	N	臉孔
B6L03-II-42	Ph	期待已久
B6L03-II-43	Vs	固定
B6L03-II-T-01		羅斯帕克斯
B6L03-II-T-01		羅斯．帕克斯
B6L03-II-T-02		葛蘭姆舞團
B6L04-I-0-01	V	做人
B6L04-I-0-02	N	心法
B6L04-I-0-03	V	談論
B6L04-I-0-04	Vst	真誠
B6L04-I-0-05	V/N	讚美
B6L04-I-0-06	N	親和力
B6L04-I-0-07	N	笑容
B6L04-I-0-08	Det	此
B6L04-I-0-09	N	祕訣
B6L04-I-0-10	Ph	拉近距離
B6L04-I-01	V	傳授
B6L04-I-02	Vs-attr	獨門
B6L04-I-03	Vs-attr	人際
B6L04-I-04	V/N	銷售
B6L04-I-05	Vs	暢銷
B6L04-I-06	V	謙稱
B6L04-I-07	V	抱持
B6L04-I-08	N	哲學
B6L04-I-09	N	讀者
B6L04-I-10	V	踏出
B6L04-I-11	Vst	悅耳
B6L04-I-12	N	熱忱
B6L04-I-13	Adv	不妨
B6L04-I-14	Vst	好比
B6L04-I-15	Vi	告別
B6L04-I-16	Id	記住
B6L04-I-17	N	對方
B6L04-I-18	N	宴會
B6L04-I-19	Adv	自顧自(地)
B6L04-I-19	Adv	自顧自（地）
B6L04-I-20	V	講
B6L04-I-21	Adv	整整
B6L04-I-22	V-sep	插嘴
B6L04-I-23	N	餘地
B6L04-I-24	Conj	以致(於)
B6L04-I-24	Conj	以致（於）
B6L04-I-25	Vi	同桌
B6L04-I-26	Vi	罰站
B6L04-I-27	Vi	聽教
B6L04-I-28	Ptc	似地
B6L04-I-29	Vs	凝滯
B6L04-I-30	Id	一吐為快
B6L04-I-31	Vi	提問
B6L04-I-T-01		黑幼龍
B6L04-I-T-02		卡內基
B6L04-II-01	N	心坎
B6L04-II-02	N	本質
B6L04-II-03	V	驅策
B6L04-II-04	Vs	深切
B6L04-II-05	Adv	真心
B6L04-II-06	Id	可想而知
B6L04-II-07	N	人緣
B6L04-II-08	Vpt	命中
B6L04-II-09	N	成就
B6L04-II-10	Vs	真切
B6L04-II-11	N	性格
B6L04-II-12	N	愛心
B6L04-II-13	N	口香糖
B6L04-II-14	N	力道
B6L04-II-15	Vst	發自
B6L04-II-16	N	企圖
B6L04-II-17	Vp	失效
B6L04-II-18	N	下屬
B6L04-II-19	N	責任感
B6L04-II-20	Adv	隨後
B6L04-II-21	V	拜託
B6L04-II-22	Id	別有居心
B6L04-II-23	Id	適得其反
B6L04-II-24	Vst	小看
B6L04-II-25	N	威力
B6L04-II-26	V	予
B6L04-II-27	Vs	深刻
B6L04-II-28	Vi	互動
B6L04-II-29	V	定下
B6L04-II-30	Vpt	贏得
B6L04-II-31	Prep	藉著
B6L04-II-32	N	驅動力
B6L04-II-T-01		威廉‧詹姆士
B6L04-II-T-01		威廉．詹姆士
B6L04-II-T-02		艾森豪
B6L04-III-01	N	機緣
B6L04-III-02	N	飯店
B6L04-III-03	V	伸
B6L04-III-04	N	名片
B6L04-III-05	Adv	正
B6L04-III-06	Id	夢寐以求
B6L04-III-07	Adv	直覺（地）
B6L04-III-08	N	淡季
B6L04-III-09	Ph	吃了一驚
B6L04-III-10	Vs/N	忠誠
B6L04-III-11	Vi	跳槽
B6L04-III-12	V	等候
B6L05-I-0-01	Vs	開闊
B6L05-I-0-02	Vi	轉動
B6L05-I-01	Vs-attr	共通
B6L05-I-02	N	水果攤
B6L05-I-03	Ph	瓜香果豔
B6L05-I-04	N	常客
B6L05-I-05	V	秤
B6L05-I-06	Ph	手擺腳動
B6L05-I-07	Vst	身陷
B6L05-I-08	N	迷宮
B6L05-I-09	N	文法
B6L05-I-10	Vs	濃重
B6L05-I-11	V	回覆
B6L05-I-12	Vs	焦急
B6L05-I-13	V	催熟
B6L05-I-14	Adv	急忙
B6L05-I-15	Vs-attr	臨時
B6L05-I-16	N	口譯
B6L05-I-17	Vpt	達成
B6L05-I-18	V-sep	道謝
B6L05-I-19	N	面前
B6L05-I-20	Vs	紊亂
B6L05-I-21	Vs	錯亂
B6L05-I-22	N	人家
B6L05-I-23	N	校長
B6L05-I-24	N	旅途
B6L05-I-25	Vs	勞累
B6L05-I-26	Vs	傲慢
B6L05-I-27	V-sep	皺眉
B6L05-I-28	N	標識
B6L05-I-29	N	國際觀
B6L05-I-30	Vi	接軌
B6L05-I-31	Vst	身在
B6L05-I-T-01		柏林
B6L05-I-T-02		土耳其
B6L05-II-01	V	眼見
B6L05-II-02	Vs	心急
B6L05-II-03	N	浪潮
B6L05-II-04	V	拋
B6L05-II-05	Vpt	淘汰
B6L05-II-06	V	督促
B6L05-II-07	V	背
B6L05-II-08	N	單字
B6L05-II-09	Vp	倍增
B6L05-II-10	Vst	限於
B6L05-II-11	Vs	遼闊
B6L05-II-12	N	之外
B6L05-II-13	N	境地
B6L05-II-14	Vs	孤立
B6L05-II-15	N	賽事
B6L05-II-16	N	島嶼
B6L05-II-17	Adv	四處
B6L05-II-18	N	拼音
B6L05-II-19	Ph	錯誤百出
B6L05-II-20	Vs	精良
B6L05-II-21	Adv	前來
B6L05-II-22	N	版本
B6L05-II-23	Ph	源源不絕
B6L05-II-24	N	訪客
B6L05-II-25	N	人文
B6L05-II-26	N	景觀
B6L05-II-27	N	底蘊
B6L05-II-28	Vs	深厚
B6L05-II-29	N	步調
B6L05-II-30	Vs-attr	家傳
B6L05-II-31	V	勤讀
B6L05-II-32	N	書籍
B6L05-II-33	Vst	知曉
B6L05-II-34	Adv	勤奮
B6L05-II-35	V	駕馭
B6L05-II-36	N	重點
B6L05-II-37	Vp	磨損
B6L05-II-38	V	攪碎
B6L05-II-39	V	翻
B6L05-II-40	N	字典
B6L05-II-41	N	腦子
B6L05-II-42	N	區塊
B6L05-II-43	Vs	自大
B6L05-II-44	N	獨白
B6L05-II-45	V	上演
B6L05-II-46	N	戲碼
B6L05-II-T-01		捷克
B6L06-I-0-01	N	貓熊
B6L06-I-0-02	Id	人見人愛
B6L06-I-0-03	V	征服
B6L06-I-0-04	Vpt	促進
B6L06-I-0-05	Vs	友好
B6L06-I-0-06	N	使者
B6L06-I-0-07	Vp	沾染
B6L06-I-0-08	N	色彩
B6L06-I-0-09	V	抵制
B6L06-I-0-10	Vi	繁殖
B6L06-I-0-11	N	名義
B6L06-I-0-12	V	租借
B6L06-I-01	V	出訪
B6L06-I-02	Ph	風雲女性
B6L06-I-03	Adv	全程
B6L06-I-04	V	直播
B6L06-I-05	Vp	產下
B6L06-I-06	N	雙胞胎
B6L06-I-07	V-sep	睜眼
B6L06-I-08	Vpt	登上
B6L06-I-09	N	頭條
B6L06-I-10	Vp	數位化
B6L06-I-11	V	追溯
B6L06-I-12	Prep	至
B6L06-I-13	Ph	何時何地
B6L06-I-14	N	女皇
B6L06-I-15	V	贈送
B6L06-I-16	V/N	記載
B6L06-I-17	N	夫人
B6L06-I-18	V	表
B6L06-I-19	V	救濟
B6L06-I-20	N	謝意
B6L06-I-21	Adv	自此
B6L06-I-22	N	政權
B6L06-I-23	Vaux	欲
B6L06-I-24	Ph	藉此
B6L06-I-25	Vs-attr	雙邊
B6L06-I-26	Vs	稀有
B6L06-I-27	N	飼養場
B6L06-I-28	Adv	分別
B6L06-I-29	N	貨幣
B6L06-I-30	V	設
B6L06-I-31	Adv	互
B6L06-I-32	V	訪問
B6L06-I-33	V	領取
B6L06-I-34	V	否決
B6L06-I-35	Conj	因而
B6L06-I-36	Vi	作罷
B6L06-I-T-01		甜甜
B6L06-I-T-02		BBC
B6L06-I-T-03		美香
B6L06-I-T-04		圓仔
B6L06-I-T-05		唐朝/代
B6L06-I-T-06		武則天
B6L06-I-T-07		天武天皇
B6L06-I-T-08		宋美齡
B6L06-I-T-09		中共
B6L06-I-T-10		蘇聯
B6L06-I-T-11		北韓
B6L06-I-T-12		邁阿密
B6L06-I-T-13		芝加哥
B6L06-I-T-14		國務院
B6L06-II-01	V	出租
B6L06-II-02	Vi	吸金
B6L06-II-03	V	赴
B6L06-II-04	V	贈與
B6L06-II-05	V	抵達
B6L06-II-06	Adv	冒雨
B6L06-II-07	V	迎接
B6L06-II-08	Adv	首次
B6L06-II-09	V-sep	見客
B6L06-II-10	Vpt	達
B6L06-II-11	N	人次
B6L06-II-12	N	當局
B6L06-II-13	V	宣告
B6L06-II-14	N	期間
B6L06-II-15	Vst	為期
B6L06-II-16	N	巡展
B6L06-II-17	N	租金
B6L06-II-18	Id	有利可圖
B6L06-II-19	M	波
B6L06-II-20	N	拉鋸
B6L06-II-21	Vs	可觀
B6L06-II-22	N	收益
B6L06-II-23	N	林業
B6L06-II-24	V	捕捉
B6L06-II-25	Vs-attr	野生
B6L06-II-26	Vi	呼籲
B6L06-II-27	Vi	保育
B6L06-II-28	V	設立
B6L06-II-29	N	進展
B6L06-II-30	N	近親
B6L06-II-31	N	野外
B6L06-II-32	N	近年
B6L06-II-33	Vs-attr	圈養
B6L06-II-34	V	野放
B6L06-II-35	Conj	就算
B6L06-II-T-01		尼克森
B6L06-II-T-02		北京
B6L06-II-T-03		周恩來
B6L06-II-T-04		玲玲
B6L06-II-T-05		興興
B6L06-II-T-06		華盛頓
B6L06-II-T-07		港澳
B6L06-II-T-08		洛杉磯
B6L06-II-T-09		奧運會
B6L06-II-T-10		永永
B6L06-II-T-11		迎新
B6L06-II-T-12		舊金山
B6L06-II-T-13		美國聯邦漁業和野生動物管理局
B6L06-II-T-14		四川臥龍自然保護區
B6L07-I-0-01	N	自我
B6L07-I-0-02	Vs	膨脹
B6L07-I-0-03	N	面貌
B6L07-I-0-04	Vp	醒悟
B6L07-I-0-05	Vst	體會
B6L07-I-0-06	Vs	苦澀
B6L07-I-01	N	情敵
B6L07-I-02	Id	我行我素
B6L07-I-03	Vs	未婚
B6L07-I-04	Vi	立志
B6L07-I-05	N	志向
B6L07-I-06	Vi	減肥
B6L07-I-07	Vi	撐
B6L07-I-08	Ph	定下來
B6L07-I-09	Vs	殘酷
B6L07-I-10	N	當下
B6L07-I-11	Vi	重來
B6L07-I-12	Ph	鬼東西
B6L07-I-13	Ph	俊男美女
B6L07-I-14	N	歡喜
B6L07-I-15	N	悲傷
B6L07-I-16	Ph	激發出來
B6L07-I-17	Vp	發福
B6L07-I-18	Ph	想幹嘛就幹嘛
B6L07-I-19	Vi	幹
B6L07-I-20	Vs	無趣
B6L07-I-21	V	斟酌
B6L07-I-22	N	何時
B6L07-I-23	Vi	閃人
B6L07-I-24	Vs	尷尬
B6L07-I-25	Vst	忠於
B6L07-I-26	Vs	萎縮
B6L07-I-27	Id	當頭棒喝
B6L07-I-28	Id	自以為是
B6L07-I-29	Adv	幹嘛
B6L07-I-30	N	破綻
B6L07-I-31	N	德性
B6L07-I-32	Vs	勇敢
B6L07-I-33	N	私生子
B6L07-I-34	Conj	縱使
B6L07-I-35	Vi	自詡
B6L07-I-36	Vs	開明
B6L07-I-37	Ph	知識份子
B6L07-I-38	V-sep	留洋
B6L07-I-39	N	老夫子
B6L07-I-40	Vp	提早
B6L07-I-41	Vs	溫和
B6L07-I-42	V-sep	幹架
B6L07-I-43	V	逼出
B6L07-I-44	Vs	苦
B6L07-I-45	Vs	邪惡
B6L07-I-46	V	發揮
B6L07-I-47	N	極致
B6L07-II-01	N	晚婚
B6L07-II-02	Prep	直到
B6L07-II-03	Vst	心儀
B6L07-II-04	Vi	表白
B6L07-II-05	N	使命
B6L07-II-06	N	動力
B6L07-II-07	Vs	軟弱
B6L07-II-08	Ph	共度一生
B6L07-II-09	Adv	頂多
B6L07-II-10	N	半生
B6L07-II-11	Vi	加碼
B6L07-II-12	N	之間
B6L07-II-13	N	模式
B6L07-II-14	N	大腦
B6L07-II-15	Ph	一片空白
B6L07-II-16	Ph	點點滴滴
B6L07-II-17	Vs	細膩
B6L07-II-18	N	細節
B6L07-II-19	Ph	神經大條
B6L07-II-20	Id	察言觀色
B6L07-II-21	V-sep	說理
B6L07-II-22	Vs	理性
B6L07-II-23	Id	不由自主
B6L07-II-24	N	慣性
B6L07-II-25	Id	長篇大論
B6L07-II-26	N	同理心
B6L07-II-27	Adv	即
B6L07-II-28	Id	漫不經心
B6L07-II-29	Vpt	忘記
B6L07-II-30	Ph	不守信用
B6L07-II-31	Ph	說話不算話
B6L07-II-32	Adv	不幸
B6L07-II-33	Id	拐彎抹角
B6L07-II-34	N	語病
B6L07-II-35	N	字面
B6L07-II-36	Ph	爭辯不休
B6L07-II-37	N	背後
B6L07-II-38	Vs	微妙
B6L07-II-39	Adv	親身
B6L07-II-40	N	共同點
B6L08-I-0-01	N	黑洞
B6L08-I-0-02	N	榮耀
B6L08-I-0-03	N	國力
B6L08-I-0-04	N	債務
B6L08-I-0-05	Ph	謹慎為之
B6L08-I-01	V	主辦
B6L08-I-02	N	強心針
B6L08-I-03	N	國債
B6L08-I-04	V	歷經
B6L08-I-05	M	輪
B6L08-I-06	Id	脫穎而出
B6L08-I-07	Ph	申奧＝申請奧運
B6L08-I-08	N	宣傳
B6L08-I-09	Vs	盛大
B6L08-I-10	N	項目
B6L08-I-11	N	盛會
B6L08-I-12	Adv	無不
B6L08-I-13	V	贊助
B6L08-I-14	V	宣稱
B6L08-I-15	Vs	龐大
B6L08-I-16	Adv	蓬勃
B6L08-I-17	Vs	絢麗
B6L08-I-18	Vp	綻放
B6L08-I-19	Vp	歸於
B6L08-I-20	Id	前車之鑑
B6L08-I-21	N	財務
B6L08-I-22	V	興建
B6L08-I-23	Ph	運動場館
B6L08-I-24	N	周遭
B6L08-I-25	V	更新
B6L08-I-26	Vi	舉債
B6L08-I-27	V	籌措
B6L08-I-28	V	還清
B6L08-I-29	N	施工
B6L08-I-30	N	塔柱
B6L08-I-31	V	花費
B6L08-I-32	Vi	預估
B6L08-I-33	Adv	一路
B6L08-I-34	N	人士
B6L08-I-35	Adv	足足
B6L08-I-36	V	參與
B6L08-I-37	N	有餘
B6L08-I-38	N	超支
B6L08-I-39	N	專屬
B6L08-I-40	Adv	必
B6L08-I-41	N	巨額
B6L08-I-42	Adv	足以
B6L08-I-43	V-sep	回本
B6L08-I-44	Adv	最終
B6L08-I-45	V-sep	買單
B6L08-I-T-01		雅典
B6L08-I-T-02		奧林匹克運動會
B6L08-I-T-03		世界盃足球賽
B6L08-I-T-04		蒙特婁
B6L08-I-T-05		美金
B6L08-I-T-06		英鎊
B6L08-II-01	V-sep	虧錢
B6L08-II-02	V-sep	虧本
B6L08-II-03	Vp	收場
B6L08-II-04	N	冷戰
B6L08-II-05	N	氛圍
B6L08-II-06	Id	突然之間
B6L08-II-07	Ph	燙手山芋
B6L08-II-08	Vs-attr	唯二
B6L08-II-09	Ph	決選出
B6L08-II-10	V	意味
B6L08-II-11	Ph	接下
B6L08-II-12	Ph	為人稱道
B6L08-II-13	Prep	經由
B6L08-II-14	Vi	招商
B6L08-II-15	N	盈餘
B6L08-II-16	Vi	開幕
B6L08-II-17	Vi	閉幕
B6L08-II-18	N	典禮
B6L08-II-19	Ph	損益平衡
B6L08-II-20	V	支撐
B6L08-II-21	Vs-attr	後續
B6L08-II-22	Adv	總共
B6L08-II-23	N	基數
B6L08-II-24	Conj	再者
B6L08-II-25	N	人潮
B6L08-II-26	N	短期
B6L08-II-27	Ph	蚊子館
B6L08-II-28	M	劑
B6L08-II-29	Vst	陷入
B6L08-II-30	N	景象
B6L08-II-31	Ph	四年一度
B6L08-II-32	Id	有/無福/消受
B6L08-II-32	Id	有/無福消受
B6L08-II-33	N	巨象
B6L08-II-34	Adv	狠狠
B6L08-II-T-01		奧會 = 奧林匹克委員會
B6L08-II-T-01		奧會=奧林匹克委員會
B6L08-II-T-01		奧會＝奧林匹克委員會
B6L09-I-0-01	Ph	鄉關何處
B6L09-I-0-02	V	開啟
B6L09-I-0-03	Vi	浪遊
B6L09-I-0-04	Det	泰半
B6L09-I-0-05	N	遷移
B6L09-I-0-06	N	變換
B6L09-I-0-07	Vi	安身
B6L09-I-0-08	N	念頭
B6L09-I-0-09	N	前提
B6L09-I-01	Vi	遠行
B6L09-I-02	N	山洞
B6L09-I-03	N	姑媽
B6L09-I-04	N	自助餐
B6L09-I-05	N	寄宿生
B6L09-I-06	Vs	爛漫
B6L09-I-07	N	年歲
B6L09-I-08	N	鄉愁
B6L09-I-09	N	他鄉
B6L09-I-10	N	異地
B6L09-I-11	N	腳步
B6L09-I-12	Vi	算計
B6L09-I-13	Vi	飄泊
B6L09-I-14	Adv	不時
B6L09-I-15	Vi	居留
B6L09-I-16	N	來日
B6L09-I-17	V	認定
B6L09-I-18	N	形態
B6L09-I-19	Vst	彷彿
B6L09-I-20	N	旅程
B6L09-I-21	Vi	前移
B6L09-I-22	Vi	邁進
B6L09-I-23	Vs	不巧
B6L09-I-24	V	派駐
B6L09-I-25	Vi	流轉
B6L09-I-26	N	之類
B6L09-I-27	V-sep	度假
B6L09-I-28	N	居所
B6L09-I-29	Id	恆常不變
B6L09-I-30	N	地址
B6L09-I-31	Vi	養老
B6L09-I-32	Vs	愕然
B6L09-I-33	Vp	驚醒
B6L09-I-34	Adv	已然
B6L09-I-35	Vp-sep	失根
B6L09-I-36	Id	理所當然
B6L09-I-37	Adv	依舊
B6L09-I-38	Vs	碧綠
B6L09-I-39	Vs	寧靜
B6L09-I-40	N	住所
B6L09-I-41	N	落地窗
B6L09-I-42	V	望見
B6L09-I-43	N	星空
B6L09-I-44	N	後院
B6L09-I-45	N	樹
B6L09-I-46	N	松鼠
B6L09-I-47	N	麻雀
B6L09-I-48	Vi	嬉戲
B6L09-I-49	Vs	具體
B6L09-I-T-01		基隆
B6L09-I-T-02		亞力山大
B6L09-II-01	Vs	地道
B6L09-II-02	N	華裔
B6L09-II-03	Vs-attr	混血
B6L09-II-04	Vst	係
B6L09-II-05	Vs-attr	諸多
B6L09-II-06	N	國度
B6L09-II-07	N	身世
B6L09-II-08	Vs-attr	多重
B6L09-II-09	V	追究
B6L09-II-10	Vs	純粹
B6L09-II-11	N	公民
B6L09-II-12	Vs-attr	屬意
B6L09-II-13	N	景致
B6L09-II-14	N	門牌
B6L09-II-15	Vs-attr	心愛
B6L09-II-16	N	家當
B6L09-II-17	N	家用
B6L09-II-18	V	安放
B6L09-II-19	N	平日
B6L09-II-20	V	收集
B6L09-II-21	N	畫作
B6L09-II-22	N	窗台
B6L09-II-23	N	盆景
B6L09-II-24	Id	不離不棄
B6L09-II-25	N	茶壺
B6L09-II-26	Ph	熱騰騰
B6L09-II-27	N	菊花
B6L09-II-28	N	普洱
B6L09-II-29	V	呷
B6L09-II-30	Vi	安家
B6L09-II-31	Vst	比如
B6L09-II-32	Ph	氣候宜人
B6L09-II-33	N	城鎮
B6L09-II-34	N	所在
B6L09-II-35	Vs	體貼
B6L09-II-36	Vs	破敗
B6L09-II-37	Vs	懶惰
B6L09-II-38	M	幅
B6L09-II-39	Id	天長地久
B6L09-II-40	Vi	羈旅
B6L09-II-41	N	驛站
B6L09-II-42	N	行李
B6L09-II-43	V	洗滌
B6L09-II-44	N	風塵
B6L09-II-45	V-sep	歇腳
B6L09-II-T-01		哥大建築學系
B6L09-II-T-02		廣東
B6L09-II-T-03		普洱
B6L10-I-0-01	V	修練
B6L10-I-0-02	N	記憶
B6L10-I-0-03	N/V	詮釋
B6L10-I-0-04	Id	相輔相成
B6L10-I-01	Ph	書中自有黃金屋
B6L10-I-02	Ph	讀萬卷書行萬里路
B6L10-I-02	Ph	讀萬卷書、行萬里路
B6L10-I-03	Vi	脫逃
B6L10-I-04	N	實戰
B6L10-I-05	Id	出類拔萃
B6L10-I-06	N	階段
B6L10-I-07	N	孰
B6L10-I-08	Adv	頗
B6L10-I-09	Id	引人深思
B6L10-I-10	Ph	管理學院
B6L10-I-11	N	院長
B6L10-I-12	N	猴子
B6L10-I-13	N	差別
B6L10-I-14	Conj	從此
B6L10-I-15	V-sep	脫鉤
B6L10-I-16	N	叢林
B6L10-I-17	V	步入
B6L10-I-18	N	野獸
B6L10-I-19	Vi	聚焦
B6L10-I-20	N	視野
B6L10-I-21	Adv	從容
B6L10-I-22	Vi	應對
B6L10-I-23	V	綜觀
B6L10-I-24	N	總經理
B6L10-I-25	Vs	曲折
B6L10-I-26	N	缺點
B6L10-I-27	N	思維
B6L10-I-28	V	行走
B6L10-I-29	N	江湖
B6L10-I-30	V-sep	回頭
B6L10-I-31	N	實驗
B6L10-I-32	N	領悟
B6L10-I-33	Ph	為人處世
B6L10-I-34	Adv	更為
B6L10-I-35	Vs	圓融
B6L10-I-36	Vs-sep	幽默
B6L10-I-37	N	思考術
B6L10-I-38	Vst	善(於)
B6L10-I-38	Vst	善（於）
B6L10-I-T-01		台科大
B6L10-I-T-02		盧希鵬
B6L10-I-T-03		中經合集團
B6L10-I-T-04		朱永光
B6L10-II-0-01	V	評量
B6L10-II-0-02	V	畫上
B6L10-II-0-03	N	等號
B6L10-II-0-04	N/V	閱讀
B6L10-II-0-05	Vp	內化
B6L10-II-01	Id	混為一談
B6L10-II-02	N	出息
B6L10-II-03	Vs	識字
B6L10-II-04	N	先天
B6L10-II-05	V	辨識
B6L10-II-06	Vi	跳行
B6L10-II-07	Vst	不損
B6L10-II-08	Vs/N	偉大
B6L10-II-09	N	神經
B6L10-II-10	Vst	不礙
B6L10-II-11	M	番
B6L10-II-12	Vp	開竅
B6L10-II-13	Vs	笨
B6L10-II-14	V	超越
B6L10-II-15	N	本性
B6L10-II-16	N	天賦
B6L10-II-17	Vaux	得以
B6L10-II-18	Vi	執政
B6L10-II-19	N	理念
B6L10-II-20	Adv	有所
B6L10-II-21	Id	放諸四海皆準
B6L10-II-22	N	學術
B6L10-II-23	Ph	知其然
B6L10-II-24	Ph	知其所以然
B6L10-II-25	N	國民
B6L10-II-26	V	區分
B6L10-II-27	Vs	廣
B6L10-II-28	N	見聞
B6L10-II-29	V	提取
B6L10-II-30	V	預見
B6L10-II-31	V	防範
B6L10-II-32	Id	未雨綢繆
B6L10-II-33	V	促發
B6L10-II-34	Conj	凡是
B6L10-II-35	Id	性命交關
B6L10-II-36	V	模仿
B6L10-II-37	N	機制
B6L10-II-38	Id	有樣學樣
B6L10-II-39	Id	孟母三遷
B6L10-II-40	Vs-attr	內隱
B6L10-II-41	Vi	暴露
B6L10-II-42	Vi	造影
B6L10-II-43	Vs	精進
B6L10-II-44	Vpt	解開
B6L10-II-45	N	基因
B6L10-II-46	N	謎
B6L10-II-47	Vs	受虐
B6L10-II-48	V/N	調控
B6L10-II-49	Vs	憂鬱
B6L10-II-50	Id	掉以輕心
B6L10-II-51	N	起點
B6L10-II-52	N	題目
B6L10-II-53	Ph	二度空間
B6L10-II-54	N	區域
B6L10-II-55	V	促使
B6L10-II-56	V/N	連接
B6L10-II-57	V-sep	動手
B6L10-II-58	Ph	人生苦短
B6L10-II-59	Id	攻無不克
B6L10-II-60	Id	事無不成
B6L10-II-T-01		失讀症
B6L10-II-T-02		李光耀
B6L10-II-T-03		妥瑞氏症
B6L10-II-T-04		鏡像神經元
